"county","state","GEOID","lon","lat","P_total","P_white","P_black","P_asian","P_native","P_hawaiian","P_others","P_below_middle_school","P_some_high_school","P_high_school_equivalent","P_some_college","P_bachelor_and_above","P_below_poverty","median_age","gini_index","median_household_income","median_rent_per_income","percent_no_internet"
"Anoka County","MN","05000US27003",-93.2427232,45.2741098,345957,291760,19779,15529,2480,195,5151,3481,9536,68923,87629,63583,22871,38.1,0.396,76533,29.7,10.0294915281039
"Blue Earth County","MN","05000US27013",-94.0640707,44.0382246,66441,NA,NA,NA,NA,NA,NA,387,1480,11077,12410,12501,10188,30.5,0.4353,53869,29.7,11.7647058823529
"Carver County","MN","05000US27019",-93.8005751,44.8213808,100262,NA,NA,NA,NA,NA,NA,207,1206,11950,20706,31531,4038,38,0.4314,92455,24.1,7.28577642453241
"Dakota County","MN","05000US27037",-93.0624813,44.6708928,417486,345463,24024,20140,1195,102,12277,4372,8901,55783,94348,115247,22262,37.6,0.412,78662,28,8.18389509592214
"Hennepin County","MN","05000US27053",-93.4751846,45.0060644,1232483,893871,158741,85906,9923,483,40359,20435,33098,141239,235715,415202,131859,36.3,0.4862,71200,28.3,11.1484461051546
"Olmsted County","MN","05000US27109",-92.4067216,44.0034295,153102,129033,9005,8964,900,0,2226,1415,3325,20124,32869,43958,13844,37.4,0.443,72428,30.2,10.3997913848461
"Ramsey County","MN","05000US27123",-93.1001408,45.0152499,540649,358606,59737,76470,3089,209,15811,15252,15834,80089,96992,146659,72994,34.9,0.461,60369,28.8,11.9568081324883
"Rice County","MN","05000US27131",-93.2985032,44.3509428,65622,56157,3451,1404,86,0,2872,1351,3145,12397,13548,11417,5285,37.6,0.4123,69135,29.2,15.5143044332824
"St. Louis County","MN","05000US27137",-92.4636448,47.5838524,199980,184278,3353,2228,4859,45,938,1021,6454,38594,51528,37201,29101,41.6,0.4483,49825,30.1,18.0990959257955
"Scott County","MN","05000US27139",-93.534553,44.6519322,143680,119736,4743,8060,681,0,5193,1861,1249,21944,29687,37087,9387,36.7,0.3974,88765,32.6,6.82049049484835
"Sherburne County","MN","05000US27141",-93.7750915,45.4431712,93528,86674,2417,791,272,0,1213,326,2003,16808,24757,15564,5986,35.8,0.3586,83675,27.6,8.93456641540508
"Stearns County","MN","05000US27145",-94.6104822,45.5552345,155652,138022,8669,3701,222,0,2483,1268,3548,27695,37060,24970,18223,34.4,0.4289,57728,25.3,10.7286552100382
"Washington County","MN","05000US27163",-92.890117,45.037929,253117,216807,11366,12637,1002,66,3014,2150,4238,38142,53098,70527,10615,39.1,0.3968,90256,27.4,7.69613785936959
"Wright County","MN","05000US27171",-93.9663965,45.1750914,132550,NA,NA,NA,NA,NA,NA,1365,3111,22844,31160,26202,5952,36.6,0.3934,74190,28.7,10.5148094427277
"Boone County","MO","05000US29019",-92.3107786,38.989657,176594,142618,16256,9021,811,23,2821,1211,3543,22503,31306,46454,29321,30.6,0.4706,52752,28.6,9.86230536834766
"Buchanan County","MO","05000US29021",-94.8081728,39.6603695,88938,77933,4572,1054,372,0,1607,1819,4773,20444,18539,13661,16133,37.9,0.4715,48550,26.7,22.5545318065409
"Cape Girardeau County","MO","05000US29031",-89.6849079,37.3838819,78913,NA,NA,NA,NA,NA,NA,456,3319,15670,15317,15545,12284,36,0.4691,50223,27,12.5136128505309
"Cass County","MO","05000US29037",-94.3542424,38.6471588,102845,93928,3018,802,129,0,917,761,3092,23397,24977,16813,9171,40,0.3959,63420,30.4,14.6217582022933
"Christian County","MO","05000US29043",-93.1876139,36.9697388,84401,NA,NA,NA,NA,NA,NA,303,4443,15560,20877,14562,10091,37.3,0.4098,53172,30.2,11.891979301423
"Clay County","MO","05000US29047",-94.4215023,39.3155512,239085,204294,15923,6193,534,1184,4577,1492,6509,47246,49776,54652,20861,37.4,0.4087,65430,25.7,7.46996577104633
"Cole County","MO","05000US29051",-92.2714039,38.5068473,76631,64560,8477,1107,290,39,254,537,2937,15435,14723,17376,7459,39.2,0.401,55303,21.7,20.6801133522254
"Franklin County","MO","05000US29071",-91.0734098,38.4083125,102838,NA,NA,NA,NA,NA,NA,1151,4911,22643,24319,16526,11170,40.9,0.4325,55359,24.1,16.3580940958949
"Greene County","MO","05000US29077",-93.3406409,37.2581957,288690,258094,10029,5704,2188,110,4975,2276,10013,54204,62586,55713,46951,36,0.4718,42062,29,14.022376657302
"Jackson County","MO","05000US29095",-94.3425074,39.0072333,691801,463423,161932,12585,3089,2433,25949,9918,27962,138405,141523,145605,106061,36.5,0.469,50815,28.2,15.9050760881132
"Jasper County","MO","05000US29097",-94.3388687,37.2008646,119111,107566,2615,1634,2263,139,2123,2421,6841,28050,23002,16349,21358,36.3,0.4517,45786,27.8,15.287557402143
"Jefferson County","MO","05000US29099",-90.5431382,38.2574144,224226,215622,2229,1882,580,0,365,1621,15788,48600,57655,28690,22710,39.3,0.3806,61559,27.4,12.3934379253528
"Platte County","MO","05000US29165",-94.7614717,39.3786957,98309,84433,6635,2838,314,73,998,451,2164,13771,20969,28393,5435,38.3,0.4288,77581,25.7,8.66619209575786
"St. Charles County","MO","05000US29183",-90.6749153,38.7811023,390918,352403,17540,9844,500,0,1809,1160,9518,63575,83715,104005,18592,38,0.3873,80644,24.7,9.14761931373645
"St. Francois County","MO","05000US29187",-90.4738684,37.8107068,66627,NA,NA,NA,NA,NA,NA,470,5062,18697,14932,6312,7296,39.7,0.4268,45431,29.4,20.3655030800821
"St. Louis County","MO","05000US29189",-90.4459541,38.6407022,998581,684030,238612,39819,1834,271,8883,7747,31886,146304,196490,300433,87235,40.3,0.4859,62572,27.4,11.3325778446752
"St. Louis city","MO","05000US29510",-90.2445816,38.6356988,311404,144752,145886,10264,762,88,3317,3688,21968,52086,63719,74608,72043,35.3,0.531,40346,29,22.1117672869566
"DeSoto County","MS","05000US28033",-89.99324,34.874266,175611,119958,46205,2663,416,0,3501,1914,7403,33075,42034,28670,18199,37.2,0.4243,64505,26.7,11.9120562263471
"Forrest County","MS","05000US28035",-89.2594467,31.1885802,75979,NA,NA,NA,NA,NA,NA,815,3437,13358,16853,11700,19704,31.9,0.5268,37275,30.7,23.5726782590067
"Harrison County","MS","05000US28047",-89.0833762,30.4165357,203234,139366,49451,5702,1225,0,1604,2730,11987,39605,49857,26982,40990,35.6,0.4526,42770,31.3,20.276087476417
"Hinds County","MS","05000US28049",-90.4658999,32.2679235,241229,NA,NA,NA,NA,NA,NA,3492,12602,38521,51710,45957,45159,34.4,0.4799,43657,31,18.0135068357766
"Jackson County","MS","05000US28059",-88.6199906,30.4584911,141241,98840,31706,3863,506,0,4189,2269,6478,30424,32144,21252,25397,38,0.4463,54606,28.5,21.0043186087495
"Jones County","MS","05000US28067",-89.167262,31.6210444,67953,NA,NA,NA,NA,NA,NA,1776,4133,12456,16464,8425,13370,36.8,0.4729,43350,35.7,39.0185133127184
"Lauderdale County","MS","05000US28075",-88.6604488,32.4039981,77755,NA,NA,NA,NA,NA,NA,1504,4431,15711,17630,11135,17469,37.8,0.4672,42364,28,26.8404961872299
"Lee County","MS","05000US28081",-88.6808868,34.2889645,85381,NA,NA,NA,NA,NA,NA,1074,7436,14652,19262,13538,14675,38.3,0.4626,42235,32.8,23.7044174771899
"Madison County","MS","05000US28089",-90.0341603,32.6343703,105114,NA,NA,NA,NA,NA,NA,649,4623,11152,19539,31861,12644,37.6,0.4774,64350,31.8,16.616559044208
"Rankin County","MS","05000US28121",-89.9465517,32.262057,150228,NA,NA,NA,NA,NA,NA,2165,7755,30290,30891,29790,10752,37.1,0.3843,62332,22.6,14.8971660781147
"Cascade County","MT","05000US30013",-111.350571,47.3164427,81755,72572,992,738,3673,142,325,548,3317,16572,21078,12943,11861,38.6,0.4703,45138,29.1,20.6108000829408
"Flathead County","MT","05000US30029",-114.0543188,48.3146961,98082,92689,282,340,848,163,679,166,3542,19471,24851,21006,11585,42.3,0.4696,50142,34.9,12.7370859746939
"Gallatin County","MT","05000US30031",-111.1734431,45.5355586,104502,NA,NA,NA,NA,NA,NA,492,1816,11272,19703,32812,13242,33.7,0.5056,61211,29.1,11.542730299667
"Lewis and Clark County","MT","05000US30049",-112.3829537,47.1221333,67282,NA,NA,NA,NA,NA,NA,43,1231,11718,16146,17726,6753,41.6,0.459,63475,25.4,11.9195103177803
"Missoula County","MT","05000US30063",-113.8926807,47.0272626,116130,106680,715,1855,3019,0,237,434,4447,15886,24861,32019,18709,36.4,0.4981,46550,30,12.8046097433211
"Yellowstone County","MT","05000US30111",-108.2766564,45.9369867,158437,144305,829,959,6176,0,786,788,4647,35340,31265,34353,11353,38.9,0.4259,57945,26,13.1115520078746
"Alamance County","NC","05000US37001",-79.3999353,36.0419739,159688,110933,31088,2245,779,307,11140,3756,9772,27697,41452,24330,25864,39.9,0.4336,45100,27.4,18.1935403688111
"Brunswick County","NC","05000US37019",-78.2276879,34.0387081,126953,NA,NA,NA,NA,NA,NA,610,6425,29090,35151,26984,18025,53.4,0.4748,50692,41.7,15.3117005024756
"Buncombe County","NC","05000US37021",-82.5304259,35.6093714,256088,226953,15445,3542,959,425,3181,2741,12604,44306,54871,70529,32645,42.6,0.463,50685,28.8,16.0045380938067
"Burke County","NC","05000US37023",-81.7061795,35.746182,88851,NA,NA,NA,NA,NA,NA,2153,7015,20344,21355,10414,16523,45,0.4493,40345,26.8,26.5684019198546
"Cabarrus County","NC","05000US37025",-80.5528682,35.3878448,201590,141332,34402,6212,511,374,12541,3429,8755,30160,45635,42254,23557,37.7,0.4151,63386,24.9,8.76657486016071
"Caldwell County","NC","05000US37027",-81.5300759,35.9578566,81449,NA,NA,NA,NA,NA,NA,1233,9060,19544,18501,7932,14100,43.3,0.4547,36301,30.7,22.3542280696424
"Carteret County","NC","05000US37031",-76.5269665,34.858313,68890,61844,3798,546,285,0,320,1409,2103,15026,19238,13237,7411,48,0.4404,51206,26.1,16.5891078310187
"Catawba County","NC","05000US37035",-81.2141513,35.6631822,156459,122004,13875,6466,600,0,10980,2957,10828,33011,37069,22744,18490,41.3,0.4415,48913,25.7,16.2274010840988
"Chatham County","NC","05000US37037",-79.2514542,35.7049939,72243,59488,8033,868,0,0,1187,2335,3461,10641,13178,22522,9732,47.1,0.5104,62961,31.7,13.7286474376925
"Cleveland County","NC","05000US37045",-81.5571145,35.3346302,97144,NA,NA,NA,NA,NA,NA,1496,7636,19771,22150,13084,20671,40.7,0.4851,36992,29.9,29.19379206153
"Craven County","NC","05000US37049",-77.0825413,35.1181789,103445,71552,20612,3215,812,50,3030,1861,5461,16131,24892,17874,15114,37.4,0.4605,49938,29,14.6015832444103
"Cumberland County","NC","05000US37051",-78.8287186,35.0501921,327127,162910,124566,7649,5012,737,7461,3647,12547,52864,80345,51833,59784,32,0.4403,45205,29.9,14.5314238714984
"Davidson County","NC","05000US37057",-80.2065247,35.7951225,164926,139762,13621,2630,133,0,4359,3117,12625,38479,37457,19956,25583,42.3,0.4338,45678,25.9,17.1752133343967
"Durham County","NC","05000US37063",-78.8779193,36.0365885,306212,158099,113137,15714,669,267,10281,7603,15300,37252,46339,100302,47869,35.1,0.4808,53832,30,12.5661899641867
"Forsyth County","NC","05000US37067",-80.2572892,36.1316671,371511,245900,97584,8532,1513,21,8879,7991,15271,61050,75172,85056,65062,38,0.5159,48271,30,16.6633611226995
"Gaston County","NC","05000US37071",-81.1772556,35.2933443,216965,167912,34358,3627,1004,0,5169,3646,16966,44953,48133,32406,33374,39.8,0.4933,48711,27.9,16.345713528235
"Guilford County","NC","05000US37081",-79.7886652,36.079065,521330,290962,175229,26138,1975,383,14980,10780,24124,85861,99670,119884,93700,37.1,0.4984,47262,30,16.5809845176657
"Harnett County","NC","05000US37085",-78.8716104,35.3686348,130881,86920,27503,916,878,202,8723,2757,6929,24954,31725,16735,20298,34,0.4151,51637,28.8,17.8343949044586
"Henderson County","NC","05000US37089",-82.4796336,35.3364243,114209,NA,NA,NA,NA,NA,NA,2799,5978,22277,27022,25949,12990,47.3,0.4303,54963,27.3,15.0718754577222
"Iredell County","NC","05000US37097",-80.8745449,35.8063558,172916,142713,21633,4410,194,0,1728,2774,8661,34785,37520,31022,18051,40.8,0.4764,55891,24.7,15.0083798453188
"Johnston County","NC","05000US37101",-78.3672671,35.513405,191450,149935,31782,536,729,0,3042,3825,11455,33917,43908,30060,24672,38,0.393,54719,28,19.6501343315121
"Lincoln County","NC","05000US37109",-81.2251762,35.4878252,81168,NA,NA,NA,NA,NA,NA,910,4835,18667,20540,12202,10797,44.3,0.4423,49453,28.3,16.9621375205774
"Mecklenburg County","NC","05000US37119",-80.8338317,35.2468623,1054835,574931,334621,59544,2740,786,55771,20475,37063,121213,202835,313875,126156,35,0.478,62978,28,10.6619708438464
"Moore County","NC","05000US37125",-79.4806639,35.3101631,95776,NA,NA,NA,NA,NA,NA,1358,3043,15082,22965,26150,9657,45.4,0.4585,52279,24,15.6448202959831
"Nash County","NC","05000US37127",-77.9875546,35.9659447,94005,50212,37748,845,434,0,3161,1703,7781,22527,19068,13445,14090,41.8,0.4855,47902,26,22.9941540286368
"New Hanover County","NC","05000US37129",-77.8713775,34.177466,223483,180970,31080,2161,625,0,2255,2160,9258,35436,45587,59649,40337,39.1,0.5125,50028,32.6,13.4557365744332
"Onslow County","NC","05000US37133",-77.5032971,34.76346,187136,139353,24311,3350,591,413,3224,1421,7133,29459,43180,18705,22662,26.6,0.3787,47150,27.8,11.6730887543309
"Orange County","NC","05000US37135",-79.1193552,36.062499,141796,106590,14958,11270,677,0,1976,2677,3779,11272,18149,50931,16820,34.1,0.4949,66423,31.8,8.90385036750792
"Pitt County","NC","05000US37147",-77.3724038,35.5910652,177220,102197,62515,2983,640,64,4316,2159,7293,24107,38080,33640,36936,32.1,0.4907,46573,31.8,14.6574501206815
"Randolph County","NC","05000US37151",-79.8062153,35.7099148,143416,119977,9771,1463,262,0,9133,3613,11962,32028,32344,16173,20046,42.6,0.4036,44836,27.6,21.7790924937932
"Robeson County","NC","05000US37155",-79.1008811,34.6392096,133235,38442,32385,958,52789,197,6244,4174,12590,30024,25345,11328,35298,36.3,0.4844,34254,26.4,43.0977550251535
"Rockingham County","NC","05000US37157",-79.7828887,36.3809268,91393,NA,NA,NA,NA,NA,NA,1690,9507,21975,20959,9321,16752,43.7,0.4349,40985,26.3,27.2934517726594
"Rowan County","NC","05000US37159",-80.5253439,35.6392183,139933,107453,22460,1104,659,0,5519,2114,8495,30628,33023,18944,22367,39.4,0.4447,48379,24.9,19.8990785432207
"Rutherford County","NC","05000US37161",-81.9195825,35.4027469,66421,NA,NA,NA,NA,NA,NA,1920,5286,15631,14798,8617,11156,45.6,0.4511,36121,25.5,26.6436883848492
"Surry County","NC","05000US37171",-80.6864631,36.415416,72113,NA,NA,NA,NA,NA,NA,2753,6387,15174,16067,7635,11826,44.3,0.5322,36802,31.1,23.6615831003857
"Union County","NC","05000US37179",-80.5301312,34.9915012,226606,187188,25691,5792,528,0,2272,4014,12280,35366,42185,48761,20041,38.4,0.4739,71588,29.4,8.17516686061287
"Wake County","NC","05000US37183",-78.650624,35.7898464,1046791,688226,213306,69541,3815,157,40616,14972,26186,98411,177501,368828,93252,36,0.4458,76097,26.7,6.1309381052219
"Wayne County","NC","05000US37191",-78.004826,35.3627413,124150,79743,37003,1539,324,65,1082,4286,7922,24852,29484,14509,26588,37.3,0.4755,41711,30.3,21.8501270110076
"Wilkes County","NC","05000US37193",-81.1653541,36.2093027,68740,NA,NA,NA,NA,NA,NA,1254,5568,16286,16635,7407,10424,44.2,0.4259,41332,29,22.5122519203364
"Wilson County","NC","05000US37195",-77.9189823,35.7041251,81661,NA,NA,NA,NA,NA,NA,3182,6631,18832,14808,10220,18167,40.3,0.4998,39036,32,24.8956209340713
"Burleigh County","ND","05000US38015",-100.4620005,46.9718426,94487,NA,NA,NA,NA,NA,NA,291,3421,14493,22746,21090,6523,36.5,0.4396,64558,23,13.4177863083813
"Cass County","ND","05000US38017",-97.2523747,46.9270033,175249,153678,9281,4496,1478,0,908,1204,3828,20677,38033,45102,19764,32.4,0.4404,59240,25.6,9.31685169146786
"Grand Forks County","ND","05000US38035",-97.450851,47.9260026,71083,NA,NA,NA,NA,NA,NA,167,1735,11376,14646,13996,10730,29.9,0.4599,50008,30.3,12.790813779331
"Ward County","ND","05000US38101",-101.5405369,48.2166858,70210,60834,1578,865,3000,0,1717,175,2062,14349,14356,12236,5647,30.7,0.4151,62573,29.2,6.68273207927202
"Douglas County","NE","05000US31055",-96.1540664,41.2970908,554995,444192,61497,19640,1527,390,11142,14833,18563,79874,105217,137940,67359,34.5,0.4654,58990,29.4,13.7056050973266
"Lancaster County","NE","05000US31109",-96.6886584,40.7835474,309637,267852,12445,12252,1952,3,4680,3717,7766,40628,60673,77214,37323,33.1,0.4567,58845,28.5,10.0985847394429
"Sarpy County","NE","05000US31153",-96.1091254,41.1150635,179023,158913,6658,4776,595,168,2121,1719,3654,25466,37697,44947,10743,34.7,0.3843,73569,26.6,9.33197662766138
"Cheshire County","NH","05000US33005",-72.2482169,42.9254553,75774,72373,520,1122,148,0,197,682,2954,17187,13961,17451,4994,42.9,0.4382,56364,30.8,14.5915454669023
"Grafton County","NH","05000US33009",-71.8422643,43.9264884,88888,NA,NA,NA,NA,NA,NA,320,3157,16606,14423,27601,9008,43.1,0.5077,61520,29,13.8257914505455
"Hillsborough County","NH","05000US33011",-71.7231012,42.9116429,407761,367574,9702,14874,467,32,5283,3561,16251,72925,82398,106696,32563,40.4,0.4186,76254,27.8,9.20095479823904
"Merrimack County","NH","05000US33013",-71.6801295,43.2994849,148582,140747,836,2563,354,0,209,810,5235,27866,32581,37811,9663,42.4,0.4185,69505,28.2,10.4847821174671
"Rockingham County","NH","05000US33015",-71.0994374,42.9893596,303251,288104,2089,5846,57,0,1712,1695,7455,55536,64475,88648,10865,44.6,0.4134,81726,26,7.82451039369026
"Strafford County","NH","05000US33017",-71.0359266,43.2931773,127428,118919,1196,4107,50,0,175,449,3463,22465,26634,29045,7332,36.9,0.407,71295,25,11.3399929680875
"Atlantic County","NJ","05000US34001",-74.6337584,39.469354,270991,176909,41557,22599,824,60,20986,5476,13289,61796,51912,51545,38021,40.6,0.4599,56778,33,17.2148341031443
"Bergen County","NJ","05000US34003",-74.0745218,40.9590904,939151,678573,56391,153276,1748,804,20616,20043,24347,147460,136290,325027,63589,41.4,0.4705,93683,29.9,8.82313693743384
"Burlington County","NJ","05000US34005",-74.6630063,39.8757858,449284,323113,74530,23697,378,123,10123,3716,13659,93685,84528,117207,25271,41.5,0.4359,80254,29.8,9.89376710759547
"Camden County","NJ","05000US34007",-74.9612508,39.8023521,510150,324529,96342,29696,1032,0,44228,9797,25365,106532,94158,109647,59392,38.5,0.4676,66362,31.4,13.4282418388029
"Cape May County","NJ","05000US34009",-74.8477158,39.0861425,94430,NA,NA,NA,NA,NA,NA,1310,3930,22479,19412,22223,11002,49,0.4815,62548,38.8,12.4771821570896
"Cumberland County","NJ","05000US34011",-75.1216435,39.3283874,153797,103640,28739,2258,1960,0,10350,6837,13298,40408,25704,14432,27031,36.8,0.4455,49110,38,21.1648650245141
"Essex County","NJ","05000US34013",-74.2461362,40.7872165,796914,355482,317198,42298,1518,0,58747,27017,37024,148768,127211,182368,127170,37.2,0.5565,54277,33.4,17.8560487863957
"Gloucester County","NJ","05000US34015",-75.1437077,39.7210193,292330,237650,29805,8955,215,0,6186,3824,9926,68480,54665,62232,21758,39.7,0.4097,79879,30.6,10.1720474980083
"Hudson County","NJ","05000US34017",-74.0786266,40.7313837,677983,367911,81508,102554,2484,752,96113,34190,28839,127934,84016,196020,104668,34.9,0.5084,63808,28.4,13.3786776461486
"Hunterdon County","NJ","05000US34019",-74.9119695,40.5652832,124676,NA,NA,NA,NA,NA,NA,1199,2724,19790,17615,46318,5694,46.2,0.4371,113684,31.8,7.6893738743511
"Mercer County","NJ","05000US34021",-74.703724,40.2825027,371023,238907,78453,40864,493,597,4213,11318,12975,63215,52544,106660,39443,38.5,0.5003,77650,32,15.5237976498457
"Middlesex County","NJ","05000US34023",-74.4075852,40.4395925,837073,490322,83900,203045,2096,297,35789,19645,30188,152177,122684,242378,69774,38.2,0.4305,82375,28.8,9.27233564007742
"Monmouth County","NJ","05000US34025",-74.1524457,40.287056,625846,514689,45430,35774,966,30,18484,9590,19044,105325,104792,192457,42572,43,0.467,90226,32.6,9.18320918320918
"Morris County","NJ","05000US34027",-74.5474268,40.8585805,498423,402032,15796,53056,139,0,17716,8285,11168,70570,70205,184647,26458,42.4,0.4542,106985,27.4,6.81877178157396
"Ocean County","NJ","05000US34029",-74.2630272,39.8658498,592497,536665,17336,11908,400,664,17161,7749,25063,136881,116812,117001,65390,42.8,0.4514,62222,37,16.585231021631
"Passaic County","NJ","05000US34031",-74.3003075,41.0337634,507945,333685,57390,26481,1643,180,74754,19956,28157,110652,69555,93237,87856,36.7,0.478,62016,33.9,18.7425244709156
"Salem County","NJ","05000US34033",-75.3573559,39.5738282,63436,50303,8147,774,162,0,1966,919,4395,17344,12545,8217,8287,41.2,0.4608,53662,33.1,22.4302541847489
"Somerset County","NJ","05000US34035",-74.61993,40.5655218,333751,224326,32448,57437,1718,47,10493,6072,8487,48748,46221,118651,16395,41.5,0.4574,104478,28.5,7.03027485818075
"Sussex County","NJ","05000US34037",-74.6918545,41.1374239,142522,132461,2904,3229,0,0,1717,1016,3797,32778,28771,34509,8508,44.7,0.4099,87829,31.3,8.35353418754088
"Union County","NJ","05000US34039",-74.3086957,40.6598707,555630,304604,114911,27892,2210,0,89983,21374,23500,107616,84409,131326,58356,38.5,0.506,72028,31.6,13.3587339428061
"Warren County","NJ","05000US34041",-75.0095421,40.8535238,106617,95037,4981,2825,117,0,2019,2627,4319,23435,20572,23700,9278,44.1,0.4152,74867,29.2,10.4956556082149
"Bernalillo County","NM","05000US35001",-106.6690645,35.0540019,676953,479588,18679,18595,34521,498,101451,15166,31460,109164,147108,155675,110517,37.4,0.473,50601,30.9,16.2353999573054
"Chaves County","NM","05000US35005",-104.4698374,33.3616045,65282,NA,NA,NA,NA,NA,NA,4307,4607,10447,11332,9123,14534,35.1,0.4811,40960,26.5,28.3087582163795
"Doña Ana County","NM","05000US35013",-106.8321821,32.3509119,214207,194538,3599,2341,2578,69,8652,11757,10972,30960,39175,34011,56426,33.5,0.4912,37496,31.1,24.609617339194
"Lea County","NM","05000US35025",-103.4132707,32.7956865,69749,62201,2172,0,452,46,3134,5819,5474,12300,10986,5961,14352,31.5,0.4445,55636,22.9,21.5841869860049
"McKinley County","NM","05000US35031",-108.2553073,35.5737323,74923,NA,NA,NA,NA,NA,NA,2471,7363,15187,13109,4374,27363,31.6,0.4899,31526,24.7,46.8122227207019
"Otero County","NM","05000US35035",-105.7810785,32.5887764,65410,50841,2625,969,4423,0,3628,1472,3841,12436,16968,7790,13261,35.8,0.533,43646,23.7,17.3248749106505
"Sandoval County","NM","05000US35043",-106.8826177,35.6850734,142025,99399,2980,2100,18026,25,11878,2191,7989,21426,34181,30855,22909,38.8,0.4236,57158,32,16.0073061560386
"San Juan County","NM","05000US35045",-108.3245778,36.5116245,115079,62316,656,690,41426,74,6795,2403,6546,21690,30389,12547,19154,36.3,0.4229,52003,23,33.4648318752466
"Santa Fe County","NM","05000US35049",-105.9664409,35.5137223,148651,126078,1260,1976,5173,38,9950,3914,5524,26507,26070,45718,20939,46,0.4794,57863,26.7,18.6984158679446
"Valencia County","NM","05000US35061",-106.8065821,34.7168404,75626,60577,788,340,2782,0,8365,1608,6200,17246,16503,9159,13418,38.3,0.4164,43700,31.5,28.3988711194732
"Clark County","NV","05000US32003",-115.0138188,36.214236,2155664,1330054,247427,211925,13583,17783,223704,79424,117030,434379,476888,340777,302789,37,0.4563,54384,30.6,16.3056862687982
"Washoe County","NV","05000US32031",-119.7103147,40.7033108,453616,355315,10627,25562,6826,2436,32942,13418,21828,76677,105659,91097,54745,38.2,0.4741,58175,29.4,13.7981754289573
"Albany County","NY","05000US36001",-73.9740136,42.5882713,308846,230831,38386,21011,788,0,5538,3916,12078,46857,53402,87343,35650,37.9,0.4635,61754,29.6,12.6020314532151
"Bronx County","NY","05000US36005",-73.852939,40.8487111,1455720,312877,495031,51958,8777,372,528863,95244,130651,266034,233297,170921,407377,33.6,0.4926,37525,34.9,21.3050533659353
"Broome County","NY","05000US36007",-75.830291,42.1619773,195334,166572,12650,7006,13,21,1866,2417,9308,40350,38591,38620,30474,39.6,0.4657,50463,33.1,14.8628454851411
"Cattaraugus County","NY","05000US36009",-78.6810055,42.2448527,77677,71286,1148,509,2615,0,376,1040,4332,20809,15639,9896,10508,41.6,0.4167,46842,27,22.4521633926582
"Cayuga County","NY","05000US36011",-76.5745866,43.0085456,77861,NA,NA,NA,NA,NA,NA,861,5524,17112,17667,12731,8372,41.4,0.4138,54995,27,18.0778918814183
"Chautauqua County","NY","05000US36013",-79.4075949,42.3042159,129504,120008,3784,760,326,64,2035,1653,7110,32249,27233,19214,24899,42.2,0.4303,42204,30.8,20.0657576636689
"Chemung County","NY","05000US36015",-76.7471788,42.1552807,86322,75851,4798,1588,171,22,770,1162,3196,20103,18312,16578,11262,41.5,0.4492,51269,30.9,15.7185193793945
"Clinton County","NY","05000US36019",-73.7056478,44.7527103,81073,NA,NA,NA,NA,NA,NA,1211,4416,21300,16463,11902,9985,39.2,0.4077,55316,28.4,16.2976750261233
"Dutchess County","NY","05000US36027",-73.7399512,41.7550085,294473,232515,31588,10743,989,422,9189,3652,15775,53669,58342,70870,24873,41.8,0.4587,74115,33.1,9.33456561922366
"Erie County","NY","05000US36029",-78.7781922,42.752759,921046,718970,122691,34132,4730,405,18740,10762,38779,181997,192839,213785,127064,40,0.4723,54246,29.5,15.9714355552168
"Jefferson County","NY","05000US36045",-76.0535218,43.9953714,114006,98583,5871,1998,1667,41,1425,1070,3885,27174,24037,14883,17083,33.1,0.4343,45624,30.4,14.8110587951225
"Kings County","NY","05000US36047",-73.9507774,40.6351332,2629150,1124155,861749,315850,8714,1402,237591,115173,176092,450548,353301,651985,536846,34.8,0.5252,55150,32.3,17.7154833305198
"Livingston County","NY","05000US36051",-77.7697795,42.7274845,64257,59522,1985,699,352,76,800,326,3790,14264,12995,10841,8542,40.7,0.385,53121,29,12.9183400267738
"Madison County","NY","05000US36053",-75.6635749,42.9100255,71329,67495,1272,726,203,152,200,688,3141,16434,13395,13987,5456,41.3,0.433,60630,28.4,17.8431985007028
"Monroe County","NY","05000US36055",-77.6646556,43.4644751,747727,570709,113806,26420,2763,309,12100,10822,34667,116117,153586,191689,108069,38.7,0.4704,54492,31.9,13.6078656792236
"Nassau County","NY","05000US36059",-73.5893844,40.729687,1361500,926594,158561,127934,3420,285,102363,35671,33808,217826,220785,423371,79322,41.5,0.4578,105870,32.7,8.29452000408362
"New York County","NY","05000US36061",-73.9701736,40.7765574,1643734,931953,246095,204434,4555,1205,179384,66463,70662,158391,176052,755940,275840,37.1,0.5945,77559,28.1,13.2253007845857
"Niagara County","NY","05000US36063",-78.7921425,43.4567309,211758,185171,13450,2082,2246,141,1822,2109,9344,51170,50068,36715,25684,43.4,0.4245,50233,27.6,18.9926946742562
"Oneida County","NY","05000US36065",-75.4342824,43.2427273,231190,197816,13313,9824,400,53,2474,4129,12995,51483,45886,42468,35168,41.1,0.4519,52996,26.9,16.0038212648842
"Onondaga County","NY","05000US36067",-76.1961167,43.0065299,466194,370920,52781,17413,1769,81,6250,6571,19689,79703,96216,110393,66380,38.7,0.4653,56991,28.5,16.1576968478118
"Ontario County","NY","05000US36069",-77.3032768,42.8566949,109828,101231,3180,1345,584,114,1649,1060,3715,21960,24107,26228,9893,44.3,0.4334,57448,30.8,11.5342908358599
